Date,Time,Temperature (°C),Humidity (%),Wind Speed (km/h),Weather Condition
2025-05-10,2025-05-10 08:00,0.22026444038859377,28,-1.431777389349941,Sunny
2025-05-10,2025-05-10 09:00,0.5177276717815495,26,-0.7794516275373087,Sunny
2025-05-10,2025-05-10 10:00,0.8350217852673693,23,-0.2054049571421925,Sunny
2025-05-10,2025-05-10 11:00,1.132485016660325,21,0.44692080467043976,Sunny
2025-05-10,2025-05-10 12:00,1.2713011913103702,19,0.8122232312855139,Sunny
2025-05-10,2025-05-10 13:00,1.3902864838675528,18,1.2818977797906093,Sunny
2025-05-10,2025-05-10 14:00,1.5291026585175993,16,1.6732932368781888,Sunny
2025-05-10,2025-05-10 15:00,1.4497791301461447,17,1.7515723282957048,Sunny
2025-05-10,2025-05-10 16:00,1.3704556017746887,17,1.7515723282957048,Sunny
2025-05-10,2025-05-10 17:00,1.291132073403234,18,1.8559444501857254,Sunny
2025-05-10,2025-05-10 18:00,0.8746835494530959,22,1.0209674750655564,Sunny
2025-05-10,2025-05-10 19:00,0.4384041434100949,26,0.2642695913629029,Clear 
2025-05-10,2025-05-10 20:00,0.02195561945995662,29,-0.5968004142297718,Clear 
2025-05-10,2025-05-10 21:00,-0.09702967309722596,31,-0.5968004142297718,Clear 
2025-05-10,2025-05-10 22:00,-0.21601496565440784,32,-0.6750795056472875,Clear 
2025-05-10,2025-05-10 23:00,-0.3350002582115904,33,-0.6750795056472875,Clear 
2025-05-11,2025-05-11 00:00,-0.35483114030445373,33,-0.6750795056472875,Clear 
2025-05-11,2025-05-11 01:00,-0.3944929044901817,34,-0.6750795056472875,Clear 
2025-05-11,2025-05-11 02:00,-0.434154668675909,34,-0.6750795056472875,Clear 
2025-05-11,2025-05-11 03:00,-0.5729708433259548,36,-0.5968004142297718,Clear 
2025-05-11,2025-05-11 04:00,-0.7117870179760007,38,-0.4924282923397506,Clear 
2025-05-11,2025-05-11 05:00,-0.8506031926260467,40,-0.38805617044972934,Clear 
2025-05-11,2025-05-11 06:00,-0.4936473149545003,36,-0.6750795056472875,Partly Cloudy 
2025-05-11,2025-05-11 07:00,-0.11686055519008925,32,-0.8577307189548248,Sunny
2025-05-11,2025-05-11 08:00,0.2400953224814578,28,-1.1447540541523828,Partly Cloudy 
2025-05-11,2025-05-11 09:00,0.5177276717815495,26,-0.7794516275373087,Sunny
2025-05-11,2025-05-11 10:00,0.7953600210816413,23,-0.30977707903221374,Partly Cloudy 
2025-05-11,2025-05-11 11:00,1.072992370381733,21,0.08161837805536558,Sunny
2025-05-11,2025-05-11 12:00,1.1919776629389156,20,0.2642695913629029,Sunny
2025-05-11,2025-05-11 13:00,1.3109629554960982,19,0.44692080467043976,Sunny
2025-05-11,2025-05-11 14:00,1.4101173659604167,18,0.629572017977977,Sunny
2025-05-11,2025-05-11 15:00,0.9341761957316879,24,1.568921114988167,Sunny
2025-05-11,2025-05-11 16:00,0.4384041434100949,30,2.5082702119983575,Sunny
2025-05-11,2025-05-11 17:00,-0.03753702681863467,36,3.4476193090085485,Sunny
2025-05-11,2025-05-11 18:00,-0.3746620223973177,41,2.6909214253058944,Moderate rain at times
